,season_x,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits,season_y,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
469,2017,Eric Reid,SFO,26,SS,2,4,0.0,3,2013,S,LSU,73,213.0,4.53,17.0,40.5,134.0,6.99,4.22
470,2018,Eric Reid,CAR,27,SS,1,5,1.0,1,2013,S,LSU,73,213.0,4.53,17.0,40.5,134.0,6.99,4.22
471,2019,Eric Reid,CAR,28,SS,0,6,4.0,5,2013,S,LSU,73,213.0,4.53,17.0,40.5,134.0,6.99,4.22
472,2016,Eric Weddle,BAL,31,SS,4,13,1.0,1,2007,S,Utah,71,203.0,4.48,11.0,33.5,113.0,6.78,4.12
473,2017,Eric Weddle,BAL,32,FS,6,8,1.0,1,2007,S,Utah,71,203.0,4.48,11.0,33.5,113.0,6.78,4.12
474,2018,Eric Weddle,BAL,33,FS,0,3,1.0,4,2007,S,Utah,71,203.0,4.48,11.0,33.5,113.0,6.78,4.12
475,2019,Eric Weddle,LAR,34,FS,0,4,0.0,1,2007,S,Utah,71,203.0,4.48,11.0,33.5,113.0,6.78,4.12
476,2016,James Bradberry,CAR,23,LCB,2,10,0.0,0,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
477,2017,James Bradberry,CAR,24,LCB,2,10,1.0,1,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
478,2018,James Bradberry,CAR,25,LCB,1,15,1.0,1,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
479,2019,James Bradberry,CAR,26,RCB,3,12,1.0,1,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
480,2020,James Bradberry,NYG,27,LCB,3,18,0.0,0,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
481,2021,James Bradberry,NYG,28,LCB,4,17,0.0,0,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
482,2022,James Bradberry,PHI,29,CB,3,17,0.0,0,2016,CB,Samford,73,211.0,4.5,16.0,36.0,124.0,6.91,4.21
483,2016,Ross Cockrell,PIT,25,RCB,0,14,0.0,1,2014,CB,Duke,72,191.0,4.56,10.0,36.5,122.0,7.28,4.32
484,2017,Ross Cockrell,NYG,26,LCB,3,11,0.0,0,2014,CB,Duke,72,191.0,4.56,10.0,36.5,122.0,7.28,4.32
485,2019,Ross Cockrell,CAR,28,LCB,2,8,0.0,0,2014,CB,Duke,72,191.0,4.56,10.0,36.5,122.0,7.28,4.32
486,2020,Ross Cockrell,TAM,29,DB,0,1,0.0,1,2014,CB,Duke,72,191.0,4.56,10.0,36.5,122.0,7.28,4.32
487,2021,Ross Cockrell,TAM,30,DB,0,7,0.0,2,2014,CB,Duke,72,191.0,4.56,10.0,36.5,122.0,7.28,4.32
488,2016,E.J. Gaines,LAR,24,RCB,0,7,0.0,1,2014,CB,Missouri,70,190.0,4.44,15.0,,114.0,7.0,4.0
489,2017,E.J. Gaines,BUF,25,RCB,1,9,0.0,0,2014,CB,Missouri,70,190.0,4.44,15.0,,114.0,7.0,4.0
490,2018,E.J. Gaines,CLE,26,DB,1,3,0.0,0,2014,CB,Missouri,70,190.0,4.44,15.0,,114.0,7.0,4.0
491,2016,Micah Hyde,GNB,26,DB,3,9,1.0,2,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
492,2017,Micah Hyde,BUF,27,SS,5,13,0.0,0,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
493,2018,Micah Hyde,BUF,28,SS,2,5,0.0,0,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
494,2019,Micah Hyde,BUF,29,FS,1,2,0.0,1,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
495,2020,Micah Hyde,BUF,30,FS,1,5,0.0,0,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
496,2021,Micah Hyde,BUF,31,FS,5,10,1.0,2,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
497,2022,Micah Hyde,BUF,32,S,0,0,0.0,0,2013,CB,Iowa,72,197.0,4.56,12.0,33.0,121.0,6.78,4.2
498,2016,Bruce Irvin,OAK,29,LLB,0,1,7.0,25,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
499,2017,Bruce Irvin,OAK,30,LLB,0,3,8.0,12,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
500,2018,Bruce Irvin,2TM,31,DE/RDE,0,0,6.5,13,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
501,2019,Bruce Irvin,CAR,32,ROLB,0,1,8.5,16,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
502,2020,Bruce Irvin,SEA,33,DE,0,0,0.0,3,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
503,2021,Bruce Irvin,CHI,34,DE,0,1,0.0,2,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
504,2022,Bruce Irvin,SEA,35,LB,0,0,3.5,9,2012,OLB,West Virginia,75,245.0,4.41,23.0,33.5,123.0,6.7,4.03
505,2016,Malcolm Jenkins,PHI,29,SS,3,9,1.0,3,2009,CB,Ohio State,72,204.0,4.51,15.0,33.0,124.0,6.59,4.08
506,2017,Malcolm Jenkins,PHI,30,FS,2,8,1.0,2,2009,CB,Ohio State,72,204.0,4.51,15.0,33.0,124.0,6.59,4.08
507,2018,Malcolm Jenkins,PHI,31,FS,1,8,1.0,1,2009,CB,Ohio State,72,204.0,4.51,15.0,33.0,124.0,6.59,4.08
508,2019,Malcolm Jenkins,PHI,32,FS,0,8,2.5,9,2009,CB,Ohio State,72,204.0,4.51,15.0,33.0,124.0,6.59,4.08
509,2020,Malcolm Jenkins,NOR,33,SS,3,10,2.5,6,2009,CB,Ohio State,72,204.0,4.51,15.0,33.0,124.0,6.59,4.08
510,2021,Malcolm Jenkins,NOR,34,SS,1,5,1.0,2,2009,CB,Ohio State,72,204.0,4.51,15.0,33.0,124.0,6.59,4.08
511,2016,Trumaine Johnson,LAR,26,LCB,1,11,0.0,0,2012,CB,Montana,74,204.0,4.5,19.0,35.5,122.0,7.2,4.15
512,2017,Trumaine Johnson,LAR,27,LCB,2,14,0.0,0,2012,CB,Montana,74,204.0,4.5,19.0,35.5,122.0,7.2,4.15
513,2018,Trumaine Johnson,NYJ,28,LCB,4,5,0.0,0,2012,CB,Montana,74,204.0,4.5,19.0,35.5,122.0,7.2,4.15
514,2019,Trumaine Johnson,NYJ,29,LCB,1,2,0.0,0,2012,CB,Montana,74,204.0,4.5,19.0,35.5,122.0,7.2,4.15
515,2016,Blake Martinez,GNB,22,RILB,1,4,1.0,1,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
516,2017,Blake Martinez,GNB,23,RILB,1,8,1.0,2,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
517,2018,Blake Martinez,GNB,24,LILB,0,3,5.0,6,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
518,2019,Blake Martinez,GNB,25,LILB,1,2,3.0,3,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
519,2020,Blake Martinez,NYG,26,LILB,1,5,3.0,6,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
520,2021,Blake Martinez,NYG,27,LB,0,0,0.0,0,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
521,2022,Blake Martinez,LVR,28,LB,0,0,0.0,0,2016,ILB,Stanford,74,237.0,4.71,22.0,28.5,113.0,6.98,4.2
522,2016,Jaquiski Tartt,SFO,24,FS,0,3,1.0,3,2015,S,Samford,73,221.0,4.53,20.0,,124.0,7.0,4.0
523,2017,Jaquiski Tartt,SFO,25,SS,1,3,0.5,2,2015,S,Samford,73,221.0,4.53,20.0,,124.0,7.0,4.0
524,2018,Jaquiski Tartt,SFO,26,SS,1,2,0.0,0,2015,S,Samford,73,221.0,4.53,20.0,,124.0,7.0,4.0
525,2019,Jaquiski Tartt,SFO,27,SS,0,2,0.5,1,2015,S,Samford,73,221.0,4.53,20.0,,124.0,7.0,4.0
526,2020,Jaquiski Tartt,SFO,28,SS,1,4,0.0,0,2015,S,Samford,73,221.0,4.53,20.0,,124.0,7.0,4.0
527,2021,Jaquiski Tartt,SFO,29,SS,0,1,0.0,1,2015,S,Samford,73,221.0,4.53,20.0,,124.0,7.0,4.0
528,2016,Prince Amukamara,JAX,27,LCB,0,6,0.0,0,2011,CB,Nebraska,72,206.0,4.38,15.0,38.0,128.0,6.97,4.08
529,2017,Prince Amukamara,CHI,28,LCB,0,7,0.0,0,2011,CB,Nebraska,72,206.0,4.38,15.0,38.0,128.0,6.97,4.08
530,2018,Prince Amukamara,CHI,29,RCB,3,12,0.0,0,2011,CB,Nebraska,72,206.0,4.38,15.0,38.0,128.0,6.97,4.08
531,2019,Prince Amukamara,CHI,30,RCB,0,10,0.0,0,2011,CB,Nebraska,72,206.0,4.38,15.0,38.0,128.0,6.97,4.08
532,2016,Melvin Ingram,SDG,27,LOLB,0,5,8.0,19,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
533,2017,Melvin Ingram,LAC,28,RDE,0,1,10.5,25,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
534,2018,Melvin Ingram,LAC,29,RDE,1,3,7.0,16,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
535,2019,Melvin Ingram,LAC,30,RDE,1,5,7.0,12,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
536,2020,Melvin Ingram,LAC,31,RDE,1,2,0.0,5,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
537,2021,Melvin Ingram,2TM,32,DE/LDE,0,1,2.0,11,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
538,2022,Melvin Ingram,MIA,33,LB,0,1,6.0,10,2012,OLB,South Carolina,73,264.0,4.69,28.0,34.5,109.0,6.83,4.18
539,2016,Nevin Lawson,DET,25,RCB,0,9,0.0,0,2014,CB,Utah State,69,190.0,4.48,16.0,33.0,120.0,7.12,4.4
540,2017,Nevin Lawson,DET,26,RCB,0,4,0.0,1,2014,CB,Utah State,69,190.0,4.48,16.0,33.0,120.0,7.12,4.4
541,2018,Nevin Lawson,DET,27,RCB,0,5,1.0,1,2014,CB,Utah State,69,190.0,4.48,16.0,33.0,120.0,7.12,4.4
542,2019,Nevin Lawson,OAK,28,DB,0,5,0.0,1,2014,CB,Utah State,69,190.0,4.48,16.0,33.0,120.0,7.12,4.4
543,2020,Nevin Lawson,LVR,29,RCB,0,4,1.0,1,2014,CB,Utah State,69,190.0,4.48,16.0,33.0,120.0,7.12,4.4
544,2021,Nevin Lawson,JAX,30,DB,1,5,0.0,0,2014,CB,Utah State,69,190.0,4.48,16.0,33.0,120.0,7.12,4.4
545,2016,Jamar Taylor,CLE,26,RCB,3,13,0.0,1,2013,CB,Boise State,71,192.0,4.39,22.0,35.0,127.0,6.82,4.06
546,2017,Jamar Taylor,CLE,27,RCB,0,10,0.5,1,2013,CB,Boise State,71,192.0,4.39,22.0,35.0,127.0,6.82,4.06
547,2018,Jamar Taylor,2TM,28,DB,0,1,0.0,0,2013,CB,Boise State,71,192.0,4.39,22.0,35.0,127.0,6.82,4.06
548,2019,Jamar Taylor,2TM,29,DB,0,3,0.0,0,2013,CB,Boise State,71,192.0,4.39,22.0,35.0,127.0,6.82,4.06
549,2020,Jamar Taylor,SFO,30,DB,2,3,1.0,2,2013,CB,Boise State,71,192.0,4.39,22.0,35.0,127.0,6.82,4.06
550,2016,Olivier Vernon,NYG,26,RDE,0,0,8.5,23,2012,DE,Miami (FL),74,261.0,4.73,31.0,34.5,122.0,7.39,4.5
551,2017,Olivier Vernon,NYG,27,RDE,1,1,6.5,12,2012,DE,Miami (FL),74,261.0,4.73,31.0,34.5,122.0,7.39,4.5
552,2018,Olivier Vernon,NYG,28,ROLB,0,1,7.0,21,2012,DE,Miami (FL),74,261.0,4.73,31.0,34.5,122.0,7.39,4.5
553,2019,Olivier Vernon,CLE,29,RDE,0,0,3.5,11,2012,DE,Miami (FL),74,261.0,4.73,31.0,34.5,122.0,7.39,4.5
554,2020,Olivier Vernon,CLE,30,RDE,0,3,9.0,16,2012,DE,Miami (FL),74,261.0,4.73,31.0,34.5,122.0,7.39,4.5
555,2016,Darron Lee,NYJ,22,LILB,0,3,1.0,3,2016,OLB,Ohio State,73,232.0,4.47,17.0,35.5,133.0,7.12,4.2
556,2017,Darron Lee,NYJ,23,LILB,0,3,3.0,6,2016,OLB,Ohio State,73,232.0,4.47,17.0,35.5,133.0,7.12,4.2
557,2018,Darron Lee,NYJ,24,LILB,3,5,0.0,2,2016,OLB,Ohio State,73,232.0,4.47,17.0,35.5,133.0,7.12,4.2
558,2019,Darron Lee,KAN,25,LB,0,0,0.0,0,2016,OLB,Ohio State,73,232.0,4.47,17.0,35.5,133.0,7.12,4.2
559,2020,Darron Lee,BUF,26,LB,0,0,0.0,0,2016,OLB,Ohio State,73,232.0,4.47,17.0,35.5,133.0,7.12,4.2
560,2016,Patrick Peterson,ARI,26,LCB,3,6,0.0,0,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
561,2017,Patrick Peterson,ARI,27,LCB,1,8,0.0,0,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
562,2018,Patrick Peterson,ARI,28,LCB,2,5,1.0,1,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
563,2019,Patrick Peterson,ARI,29,RCB,2,7,1.0,1,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
564,2020,Patrick Peterson,ARI,30,LCB,3,8,0.0,0,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
565,2021,Patrick Peterson,MIN,31,LCB,1,5,0.0,0,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
566,2022,Patrick Peterson,MIN,32,CB,5,15,0.0,0,2011,CB,LSU,72,219.0,4.31,15.0,38.0,126.0,6.58,4.07
567,2016,Tracy Porter,CHI,30,LCB,2,9,0.0,0,2008,CB,Indiana,71,188.0,4.37,18.0,34.0,123.0,7.2,4.07
568,2016,Calvin Pryor,NYJ,24,SS,0,6,0.0,1,2014,S,Louisville,71,207.0,4.58,18.0,34.5,116.0,7.0,4.0
569,2017,Calvin Pryor,JAX,25,DB,0,0,0.0,0,2014,S,Louisville,71,207.0,4.58,18.0,34.5,116.0,7.0,4.0
570,2016,Karl Joseph,OAK,23,SS,1,6,0.0,0,2016,S,West Virginia,70,205.0,4.57,20.0,,114.0,7.0,4.0
571,2017,Karl Joseph,OAK,24,SS,1,4,1.0,1,2016,S,West Virginia,70,205.0,4.57,20.0,,114.0,7.0,4.0
572,2018,Karl Joseph,OAK,25,FS,1,2,2.0,2,2016,S,West Virginia,70,205.0,4.57,20.0,,114.0,7.0,4.0
573,2019,Karl Joseph,OAK,26,SS,1,3,0.0,2,2016,S,West Virginia,70,205.0,4.57,20.0,,114.0,7.0,4.0
574,2020,Karl Joseph,CLE,27,SS,1,4,0.0,0,2016,S,West Virginia,70,205.0,4.57,20.0,,114.0,7.0,4.0
575,2021,Karl Joseph,PIT,28,DB,0,1,0.0,0,2016,S,West Virginia,70,205.0,4.57,20.0,,114.0,7.0,4.0
576,2016,Xavier Rhodes,MIN,26,RCB,5,11,0.0,0,2013,CB,Florida State,73,210.0,4.43,14.0,40.5,132.0,7.0,4.0
577,2017,Xavier Rhodes,MIN,27,RCB,2,10,0.0,0,2013,CB,Florida State,73,210.0,4.43,14.0,40.5,132.0,7.0,4.0
578,2018,Xavier Rhodes,MIN,28,RCB,1,7,0.0,0,2013,CB,Florida State,73,210.0,4.43,14.0,40.5,132.0,7.0,4.0
579,2019,Xavier Rhodes,MIN,29,RCB,0,6,0.0,0,2013,CB,Florida State,73,210.0,4.43,14.0,40.5,132.0,7.0,4.0
580,2020,Xavier Rhodes,IND,30,RCB,2,12,0.0,0,2013,CB,Florida State,73,210.0,4.43,14.0,40.5,132.0,7.0,4.0
581,2021,Xavier Rhodes,IND,31,LCB,1,7,0.0,0,2013,CB,Florida State,73,210.0,4.43,14.0,40.5,132.0,7.0,4.0
582,2016,Shareece Wright,BAL,29,LCB,0,6,0.0,0,2011,CB,USC,71,185.0,4.41,16.0,34.5,113.0,7.0,4.0
583,2017,Shareece Wright,BUF,30,RCB,1,5,0.0,0,2011,CB,USC,71,185.0,4.41,16.0,34.5,113.0,7.0,4.0
584,2018,Shareece Wright,HOU,31,DB,0,5,0.0,0,2011,CB,USC,71,185.0,4.41,16.0,34.5,113.0,7.0,4.0
585,2016,Tavon Young,BAL,22,LCB,2,8,0.0,1,2016,CB,Temple,69,183.0,4.46,9.0,34.5,118.0,6.8,3.93
586,2018,Tavon Young,BAL,24,DB,1,5,2.0,2,2016,CB,Temple,69,183.0,4.46,9.0,34.5,118.0,6.8,3.93
587,2020,Tavon Young,BAL,26,DB,0,0,0.0,0,2016,CB,Temple,69,183.0,4.46,9.0,34.5,118.0,6.8,3.93
588,2021,Tavon Young,BAL,27,DB,1,3,2.0,3,2016,CB,Temple,69,183.0,4.46,9.0,34.5,118.0,6.8,3.93
589,2016,Byron Maxwell,MIA,28,LCB,2,15,0.0,0,2011,CB,Clemson,72,202.0,4.43,24.0,33.0,124.0,7.0,4.0
590,2017,Byron Maxwell,2TM,29,CB/DB,1,7,0.0,0,2011,CB,Clemson,72,202.0,4.43,24.0,33.0,124.0,7.0,4.0
591,2016,Darrelle Revis,NYJ,31,RCB,1,5,0.0,0,2007,CB,Pittsburgh,71,204.0,4.38,16.0,,114.0,7.0,4.0
592,2017,Darrelle Revis,KAN,32,DB,0,2,0.0,0,2007,CB,Pittsburgh,71,204.0,4.38,16.0,,114.0,7.0,4.0
593,2016,Darius Slay,DET,25,LCB,2,13,1.0,1,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
594,2017,Darius Slay,DET,26,LCB,8,26,0.0,0,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
595,2018,Darius Slay,DET,27,LCB,3,17,0.0,0,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
596,2019,Darius Slay,DET,28,LCB,2,13,0.0,0,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
597,2020,Darius Slay,PHI,29,RCB,1,6,0.0,0,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
598,2021,Darius Slay,PHI,30,RCB,3,9,0.0,0,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
599,2022,Darius Slay,PHI,31,CB,3,14,0.0,0,2013,CB,Mississippi State,72,192.0,4.36,14.0,35.5,124.0,6.9,4.21
600,2016,Jimmie Ward,SFO,25,RCB,1,12,1.0,1,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
601,2017,Jimmie Ward,SFO,26,FS,0,1,0.0,0,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
602,2018,Jimmie Ward,SFO,27,FS,0,0,0.0,0,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
603,2019,Jimmie Ward,SFO,28,FS,0,8,1.0,0,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
604,2020,Jimmie Ward,SFO,29,FS,0,4,0.0,1,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
605,2021,Jimmie Ward,SFO,30,FS,2,6,0.0,0,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
606,2022,Jimmie Ward,SFO,31,DB,3,5,0.0,2,2014,S,Northern Illinois,71,193.0,4.59,9.0,,114.0,7.0,4.0
607,2016,Phillip Gaines,KAN,25,RCB,1,7,0.0,0,2014,CB,Rice,72,193.0,4.38,11.0,36.5,122.0,6.62,4.04
608,2017,Phillip Gaines,KAN,26,DB,0,3,0.0,0,2014,CB,Rice,72,193.0,4.38,11.0,36.5,122.0,6.62,4.04
609,2018,Phillip Gaines,2TM,27,DB/RCB,0,2,0.0,0,2014,CB,Rice,72,193.0,4.38,11.0,36.5,122.0,6.62,4.04
610,2019,Phillip Gaines,HOU,28,DB,0,2,0.0,0,2014,CB,Rice,72,193.0,4.38,11.0,36.5,122.0,6.62,4.04
611,2020,Phillip Gaines,HOU,29,DB,0,1,0.0,0,2014,CB,Rice,72,193.0,4.38,11.0,36.5,122.0,6.62,4.04
612,2016,Stephon Gilmore,BUF,26,RCB,5,12,0.0,0,2012,CB,South Carolina,72,190.0,4.38,15.0,36.0,123.0,6.61,3.94
613,2017,Stephon Gilmore,NWE,27,RCB,2,9,0.0,0,2012,CB,South Carolina,72,190.0,4.38,15.0,36.0,123.0,6.61,3.94
614,2018,Stephon Gilmore,NWE,28,RCB,2,20,1.0,1,2012,CB,South Carolina,72,190.0,4.38,15.0,36.0,123.0,6.61,3.94
615,2019,Stephon Gilmore,NWE,29,RCB,6,20,0.0,0,2012,CB,South Carolina,72,190.0,4.38,15.0,36.0,123.0,6.61,3.94
616,2020,Stephon Gilmore,NWE,30,RCB,1,3,0.0,0,2012,CB,South Carolina,72,190.0,4.38,15.0,36.0,123.0,6.61,3.94
617,2022,Stephon Gilmore,IND,32,CB,2,11,0.0,0,2012,CB,South Carolina,72,190.0,4.38,15.0,36.0,123.0,6.61,3.94
618,2016,Daimion Stafford,TEN,25,S,1,2,1.0,2,2013,S,Nebraska,72,221.0,4.69,21.0,30.5,111.0,7.06,4.0
619,2016,Trae Waynes,MIN,24,DB,3,11,0.0,0,2015,CB,Michigan State,72,186.0,4.31,19.0,38.0,122.0,7.06,4.39
620,2017,Trae Waynes,MIN,25,LCB,2,11,1.0,1,2015,CB,Michigan State,72,186.0,4.31,19.0,38.0,122.0,7.06,4.39
621,2018,Trae Waynes,MIN,26,LCB,1,8,0.0,0,2015,CB,Michigan State,72,186.0,4.31,19.0,38.0,122.0,7.06,4.39
622,2019,Trae Waynes,MIN,27,LCB,1,8,0.0,0,2015,CB,Michigan State,72,186.0,4.31,19.0,38.0,122.0,7.06,4.39
623,2021,Trae Waynes,CIN,29,DB,0,1,0.0,0,2015,CB,Michigan State,72,186.0,4.31,19.0,38.0,122.0,7.06,4.39
624,2016,Wesley Woodyard,TEN,30,LILB,1,5,2.0,4,2008,OLB,Kentucky,72,227.0,4.51,20.0,30.0,118.0,7.15,4.25
625,2017,Wesley Woodyard,TEN,31,LILB,0,5,5.0,9,2008,OLB,Kentucky,72,227.0,4.51,20.0,30.0,118.0,7.15,4.25
626,2018,Wesley Woodyard,TEN,32,LILB,0,2,4.5,7,2008,OLB,Kentucky,72,227.0,4.51,20.0,30.0,118.0,7.15,4.25
627,2019,Wesley Woodyard,TEN,33,LB,0,1,1.0,2,2008,OLB,Kentucky,72,227.0,4.51,20.0,30.0,118.0,7.15,4.25
628,2016,Eli Apple,NYG,21,LCB,1,7,0.0,0,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
629,2017,Eli Apple,NYG,22,LCB,0,8,0.0,1,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
630,2018,Eli Apple,2TM,23,LCB,2,14,0.0,0,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
631,2019,Eli Apple,NOR,24,LCB,0,4,0.0,1,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
632,2020,Eli Apple,CAR,25,DB,0,0,0.0,0,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
633,2021,Eli Apple,CIN,26,LCB,2,10,0.0,0,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
634,2022,Eli Apple,CIN,27,CB,0,8,0.0,0,2016,CB,Ohio State,73,199.0,4.4,13.0,,114.0,7.0,4.0
635,2016,Nolan Carroll,PHI,29,RCB,1,11,0.0,0,2010,CB,Maryland,71,204.0,4.42,20.0,,114.0,7.0,4.0
636,2017,Nolan Carroll,DAL,30,DB,0,0,0.0,0,2010,CB,Maryland,71,204.0,4.42,20.0,,114.0,7.0,4.0
637,2016,Markus Golden,ARI,25,DE,0,1,12.5,22,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
638,2017,Markus Golden,ARI,26,DE,0,0,0.0,4,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
639,2018,Markus Golden,ARI,27,LDE,0,2,2.5,6,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
640,2019,Markus Golden,NYG,28,LOLB,0,0,10.0,27,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
641,2020,Markus Golden,2TM,29,DE/ROLB,1,3,4.5,20,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
642,2021,Markus Golden,ARI,30,ROLB,0,1,11.0,19,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
643,2022,Markus Golden,ARI,31,OLB,0,0,2.5,20,2015,OLB,Missouri,74,260.0,4.9,20.0,,114.0,7.0,4.0
644,2016,Brandon Graham,PHI,28,LDE,0,1,5.5,22,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
645,2017,Brandon Graham,PHI,29,RDE,0,2,9.5,14,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
646,2018,Brandon Graham,PHI,30,RDE,0,2,4.0,11,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
647,2019,Brandon Graham,PHI,31,RDE,0,0,8.5,17,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
648,2020,Brandon Graham,PHI,32,RDE,0,0,8.0,16,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
649,2021,Brandon Graham,PHI,33,DE,0,0,0.0,1,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
650,2022,Brandon Graham,PHI,34,DE,0,1,11.0,16,2010,OLB,Michigan,73,268.0,4.71,31.0,,114.0,7.0,4.0
651,2016,Dominique Rodgers-Cromartie,NYG,30,LCB,6,21,1.0,1,2008,CB,Tennessee State,73,184.0,4.29,17.0,38.5,131.0,6.74,4.17
652,2017,Dominique Rodgers-Cromartie,NYG,31,CB,0,1,0.5,2,2008,CB,Tennessee State,73,184.0,4.29,17.0,38.5,131.0,6.74,4.17
653,2018,Dominique Rodgers-Cromartie,OAK,32,DB,0,2,0.0,0,2008,CB,Tennessee State,73,184.0,4.29,17.0,38.5,131.0,6.74,4.17
654,2019,Dominique Rodgers-Cromartie,WAS,33,DB,0,0,0.0,0,2008,CB,Tennessee State,73,184.0,4.29,17.0,38.5,131.0,6.74,4.17
655,2016,Ndamukong Suh,MIA,29,LDT,0,6,5.0,17,2010,DT,Nebraska,76,307.0,5.03,32.0,35.5,105.0,7.21,4.44
