,season_x,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits,season_y,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
2631,2019,Kyle Fuller,CHI,27,LCB,3,12,0.0,0,2014,CB,Virginia Tech,72,190.0,4.49,12.0,38.5,128.0,6.9,4.19
2632,2020,Kyle Fuller,CHI,28,LCB,1,8,0.0,0,2014,CB,Virginia Tech,72,190.0,4.49,12.0,38.5,128.0,6.9,4.19
2633,2021,Kyle Fuller,DEN,29,LCB,0,4,0.0,0,2014,CB,Virginia Tech,72,190.0,4.49,12.0,38.5,128.0,6.9,4.19
2634,2022,Kyle Fuller,BAL,30,CB,0,0,0.0,0,2014,CB,Virginia Tech,72,190.0,4.49,12.0,38.5,128.0,6.9,4.19
2635,2017,Kendell Beckwith,TAM,23,MLB,0,2,1.0,2,2017,ILB,LSU,74,243.0,4.0,20.0,,114.0,7.0,4.0
2636,2017,Josh Jones,GNB,23,DB,1,5,2.0,2,2017,S,North Carolina State,73,220.0,4.41,20.0,37.5,132.0,7.0,4.0
2637,2018,Josh Jones,GNB,24,FS,0,2,1.0,1,2017,S,North Carolina State,73,220.0,4.41,20.0,37.5,132.0,7.0,4.0
2638,2019,Josh Jones,DAL,25,DB,0,0,0.0,0,2017,S,North Carolina State,73,220.0,4.41,20.0,37.5,132.0,7.0,4.0
2639,2020,Josh Jones,JAX,26,SS,1,1,0.0,0,2017,S,North Carolina State,73,220.0,4.41,20.0,37.5,132.0,7.0,4.0
2640,2021,Josh Jones,2TM,27,DB,0,1,0.0,0,2017,S,North Carolina State,73,220.0,4.41,20.0,37.5,132.0,7.0,4.0
2641,2022,Josh Jones,SEA,28,S,0,1,0.0,1,2017,S,North Carolina State,73,220.0,4.41,20.0,37.5,132.0,7.0,4.0
2642,2017,Reuben Foster,SFO,23,MLB,0,1,0.0,5,2017,ILB,Alabama,72,229.0,4.0,20.0,,114.0,7.0,4.0
2643,2018,Reuben Foster,SFO,24,RLB,0,1,0.0,2,2017,ILB,Alabama,72,229.0,4.0,20.0,,114.0,7.0,4.0
2644,2017,Budda Baker,ARI,21,SS,0,7,1.0,2,2017,S,Washington,70,195.0,4.45,15.0,32.5,115.0,6.76,4.08
2645,2018,Budda Baker,ARI,22,SS,0,1,2.0,3,2017,S,Washington,70,195.0,4.45,15.0,32.5,115.0,6.76,4.08
2646,2019,Budda Baker,ARI,23,FS,0,6,0.5,2,2017,S,Washington,70,195.0,4.45,15.0,32.5,115.0,6.76,4.08
2647,2020,Budda Baker,ARI,24,SS,2,6,2.0,3,2017,S,Washington,70,195.0,4.45,15.0,32.5,115.0,6.76,4.08
2648,2021,Budda Baker,ARI,25,SS,3,7,2.0,3,2017,S,Washington,70,195.0,4.45,15.0,32.5,115.0,6.76,4.08
2649,2022,Budda Baker,ARI,26,S,2,7,0.0,2,2017,S,Washington,70,195.0,4.45,15.0,32.5,115.0,6.76,4.08
2650,2017,Marcus Maye,NYJ,24,FS,2,2,0.0,0,2017,S,Florida,72,210.0,4.0,20.0,,114.0,7.0,4.0
2651,2018,Marcus Maye,NYJ,25,FS,1,2,0.5,0,2017,S,Florida,72,210.0,4.0,20.0,,114.0,7.0,4.0
2652,2019,Marcus Maye,NYJ,26,FS,1,7,0.0,0,2017,S,Florida,72,210.0,4.0,20.0,,114.0,7.0,4.0
2653,2020,Marcus Maye,NYJ,27,FS,2,11,2.0,2,2017,S,Florida,72,210.0,4.0,20.0,,114.0,7.0,4.0
2654,2021,Marcus Maye,NYJ,28,SS,0,2,1.0,1,2017,S,Florida,72,210.0,4.0,20.0,,114.0,7.0,4.0
2655,2022,Marcus Maye,NOR,29,S,0,2,0.0,0,2017,S,Florida,72,210.0,4.0,20.0,,114.0,7.0,4.0
2656,2017,John Johnson,LAR,22,SS,1,11,0.0,0,2017,S,Troy,73,205.0,4.61,14.0,37.0,119.0,6.72,4.18
2657,2018,John Johnson,LAR,23,SS,4,11,0.0,2,2017,S,Troy,73,205.0,4.61,14.0,37.0,119.0,6.72,4.18
2658,2019,John Johnson,LAR,24,SS,2,2,0.0,0,2017,S,Troy,73,205.0,4.61,14.0,37.0,119.0,6.72,4.18
2659,2020,John Johnson,LAR,25,FS,1,8,0.0,0,2017,S,Troy,73,205.0,4.61,14.0,37.0,119.0,6.72,4.18
2660,2021,John Johnson,CLE,26,FS,3,5,0.5,2,2017,S,Troy,73,205.0,4.61,14.0,37.0,119.0,6.72,4.18
2661,2022,John Johnson,CLE,27,S,1,4,0.5,2,2017,S,Troy,73,205.0,4.61,14.0,37.0,119.0,6.72,4.18
2662,2017,Eddie Jackson,CHI,24,FS,2,6,0.0,0,2017,S,Alabama,72,201.0,4.0,10.0,,114.0,7.0,4.0
2663,2018,Eddie Jackson,CHI,25,SS,6,15,1.0,1,2017,S,Alabama,72,201.0,4.0,10.0,,114.0,7.0,4.0
2664,2019,Eddie Jackson,CHI,26,FS,2,5,1.0,0,2017,S,Alabama,72,201.0,4.0,10.0,,114.0,7.0,4.0
2665,2020,Eddie Jackson,CHI,27,FS,0,5,0.0,0,2017,S,Alabama,72,201.0,4.0,10.0,,114.0,7.0,4.0
2666,2021,Eddie Jackson,CHI,28,FS,0,2,0.0,0,2017,S,Alabama,72,201.0,4.0,10.0,,114.0,7.0,4.0
2667,2022,Eddie Jackson,CHI,29,DB,4,6,0.0,0,2017,S,Alabama,72,201.0,4.0,10.0,,114.0,7.0,4.0
2668,2017,Justin Evans,TAM,22,FS,3,6,0.0,0,2017,S,Texas A&M,72,199.0,4.0,14.0,,114.0,7.0,4.0
2669,2018,Justin Evans,TAM,23,FS,1,2,0.0,0,2017,S,Texas A&M,72,199.0,4.0,14.0,,114.0,7.0,4.0
2670,2022,Justin Evans,NOR,27,DB,0,2,0.0,0,2017,S,Texas A&M,72,199.0,4.0,14.0,,114.0,7.0,4.0
2671,2017,Shaquill Griffin,SEA,22,RCB,1,15,1.0,1,2017,CB,Central Florida,72,194.0,4.38,17.0,38.5,132.0,6.87,4.14
2672,2018,Shaquill Griffin,SEA,23,LCB,2,8,0.0,0,2017,CB,Central Florida,72,194.0,4.38,17.0,38.5,132.0,6.87,4.14
2673,2019,Shaquill Griffin,SEA,24,LCB,0,13,0.0,0,2017,CB,Central Florida,72,194.0,4.38,17.0,38.5,132.0,6.87,4.14
2674,2020,Shaquill Griffin,SEA,25,LCB,3,12,0.0,0,2017,CB,Central Florida,72,194.0,4.38,17.0,38.5,132.0,6.87,4.14
2675,2021,Shaquill Griffin,JAX,26,LCB,0,7,0.0,2,2017,CB,Central Florida,72,194.0,4.38,17.0,38.5,132.0,6.87,4.14
2676,2022,Shaquill Griffin,JAX,27,CB,0,4,0.0,0,2017,CB,Central Florida,72,194.0,4.38,17.0,38.5,132.0,6.87,4.14
2677,2017,Jaylon Smith,DAL,22,MLB,0,2,1.0,2,2016,OLB,Notre Dame,74,223.0,4.67,20.0,,114.0,7.0,4.0
2678,2018,Jaylon Smith,DAL,23,MLB,0,4,4.0,6,2016,OLB,Notre Dame,74,223.0,4.67,20.0,,114.0,7.0,4.0
2679,2019,Jaylon Smith,DAL,24,MLB,1,9,2.5,3,2016,OLB,Notre Dame,74,223.0,4.67,20.0,,114.0,7.0,4.0
2680,2020,Jaylon Smith,DAL,25,RLB,1,5,1.5,4,2016,OLB,Notre Dame,74,223.0,4.67,20.0,,114.0,7.0,4.0
2681,2021,Jaylon Smith,3TM,26,LB,0,1,1.0,1,2016,OLB,Notre Dame,74,223.0,4.67,20.0,,114.0,7.0,4.0
2682,2022,Jaylon Smith,NYG,27,LB,0,0,1.0,2,2016,OLB,Notre Dame,74,223.0,4.67,20.0,,114.0,7.0,4.0
2683,2017,Zach Cunningham,HOU,23,RILB,0,6,1.5,2,2017,OLB,Vanderbilt,75,234.0,4.67,15.0,35.0,125.0,7.03,4.29
2684,2018,Zach Cunningham,HOU,24,RILB,1,5,0.0,2,2017,OLB,Vanderbilt,75,234.0,4.67,15.0,35.0,125.0,7.03,4.29
2685,2019,Zach Cunningham,HOU,25,RILB,0,2,2.0,3,2017,OLB,Vanderbilt,75,234.0,4.67,15.0,35.0,125.0,7.03,4.29
2686,2020,Zach Cunningham,HOU,26,LILB,0,2,3.0,4,2017,OLB,Vanderbilt,75,234.0,4.67,15.0,35.0,125.0,7.03,4.29
2687,2021,Zach Cunningham,2TM,27,LB/RLB,0,3,0.0,1,2017,OLB,Vanderbilt,75,234.0,4.67,15.0,35.0,125.0,7.03,4.29
2688,2022,Zach Cunningham,TEN,28,LB,0,1,0.0,0,2017,OLB,Vanderbilt,75,234.0,4.67,15.0,35.0,125.0,7.03,4.29
2689,2017,Jourdan Lewis,DAL,22,DB,1,10,0.0,0,2017,CB,Michigan,70,188.0,4.54,15.0,34.5,121.0,7.0,4.0
2690,2018,Jourdan Lewis,DAL,23,DB,1,1,0.0,0,2017,CB,Michigan,70,188.0,4.54,15.0,34.5,121.0,7.0,4.0
2691,2019,Jourdan Lewis,DAL,24,DB,2,6,4.0,4,2017,CB,Michigan,70,188.0,4.54,15.0,34.5,121.0,7.0,4.0
2692,2020,Jourdan Lewis,DAL,25,DB,0,2,2.0,1,2017,CB,Michigan,70,188.0,4.54,15.0,34.5,121.0,7.0,4.0
2693,2021,Jourdan Lewis,DAL,26,DB,3,11,1.5,3,2017,CB,Michigan,70,188.0,4.54,15.0,34.5,121.0,7.0,4.0
2694,2022,Jourdan Lewis,DAL,27,CB,1,1,1.0,0,2017,CB,Michigan,70,188.0,4.54,15.0,34.5,121.0,7.0,4.0
2695,2017,Jabrill Peppers,CLE,22,SS,1,3,0.0,0,2017,S,Michigan,71,213.0,4.46,19.0,35.5,128.0,7.0,4.0
2696,2018,Jabrill Peppers,CLE,23,FS,1,5,1.0,4,2017,S,Michigan,71,213.0,4.46,19.0,35.5,128.0,7.0,4.0
2697,2019,Jabrill Peppers,NYG,24,SS,1,5,0.0,2,2017,S,Michigan,71,213.0,4.46,19.0,35.5,128.0,7.0,4.0
2698,2020,Jabrill Peppers,NYG,25,SS,1,11,2.5,3,2017,S,Michigan,71,213.0,4.46,19.0,35.5,128.0,7.0,4.0
2699,2021,Jabrill Peppers,NYG,26,DB,0,1,1.0,4,2017,S,Michigan,71,213.0,4.46,19.0,35.5,128.0,7.0,4.0
2700,2022,Jabrill Peppers,NWE,27,DB,0,0,0.0,0,2017,S,Michigan,71,213.0,4.46,19.0,35.5,128.0,7.0,4.0
2701,2017,Marshon Lattimore,NOR,21,RCB,5,18,0.0,0,2017,CB,Ohio State,72,193.0,4.36,20.0,38.5,132.0,7.0,4.0
2702,2018,Marshon Lattimore,NOR,22,RCB,2,12,0.0,0,2017,CB,Ohio State,72,193.0,4.36,20.0,38.5,132.0,7.0,4.0
2703,2019,Marshon Lattimore,NOR,23,RCB,1,14,0.0,0,2017,CB,Ohio State,72,193.0,4.36,20.0,38.5,132.0,7.0,4.0
2704,2020,Marshon Lattimore,NOR,24,RCB,2,11,0.0,0,2017,CB,Ohio State,72,193.0,4.36,20.0,38.5,132.0,7.0,4.0
2705,2021,Marshon Lattimore,NOR,25,RCB,3,19,0.0,0,2017,CB,Ohio State,72,193.0,4.36,20.0,38.5,132.0,7.0,4.0
2706,2022,Marshon Lattimore,NOR,26,CB,1,4,0.0,0,2017,CB,Ohio State,72,193.0,4.36,20.0,38.5,132.0,7.0,4.0
2707,2017,T.J. Watt,PIT,23,ROLB,1,7,7.0,13,2017,OLB,Wisconsin,76,252.0,4.69,21.0,37.0,128.0,6.79,4.13
2708,2018,T.J. Watt,PIT,24,LOLB,0,3,13.0,21,2017,OLB,Wisconsin,76,252.0,4.69,21.0,37.0,128.0,6.79,4.13
2709,2019,T.J. Watt,PIT,25,LOLB,2,8,14.5,36,2017,OLB,Wisconsin,76,252.0,4.69,21.0,37.0,128.0,6.79,4.13
2710,2020,T.J. Watt,PIT,26,LOLB,1,7,15.0,41,2017,OLB,Wisconsin,76,252.0,4.69,21.0,37.0,128.0,6.79,4.13
2711,2021,T.J. Watt,PIT,27,LOLB,0,7,22.5,39,2017,OLB,Wisconsin,76,252.0,4.69,21.0,37.0,128.0,6.79,4.13
2712,2022,T.J. Watt,PIT,28,LB,2,5,5.5,12,2017,OLB,Wisconsin,76,252.0,4.69,21.0,37.0,128.0,6.79,4.13
2713,2017,Jayon Brown,TEN,22,LB,0,4,1.5,3,2017,ILB,UCLA,72,231.0,4.7,17.0,31.5,120.0,7.0,4.0
2714,2018,Jayon Brown,TEN,23,RILB,1,6,6.0,10,2017,ILB,UCLA,72,231.0,4.7,17.0,31.5,120.0,7.0,4.0
2715,2019,Jayon Brown,TEN,24,RILB,1,8,1.0,3,2017,ILB,UCLA,72,231.0,4.7,17.0,31.5,120.0,7.0,4.0
2716,2020,Jayon Brown,TEN,25,RILB,1,8,1.0,2,2017,ILB,UCLA,72,231.0,4.7,17.0,31.5,120.0,7.0,4.0
2717,2021,Jayon Brown,TEN,26,RILB,1,2,0.0,0,2017,ILB,UCLA,72,231.0,4.7,17.0,31.5,120.0,7.0,4.0
2718,2022,Jayon Brown,LVR,27,LB,0,1,0.0,1,2017,ILB,UCLA,72,231.0,4.7,17.0,31.5,120.0,7.0,4.0
2719,2017,Solomon Thomas,SFO,22,RDE,0,0,3.0,11,2017,DE,Stanford,75,273.0,4.69,30.0,35.0,126.0,6.95,4.28
2720,2018,Solomon Thomas,SFO,23,LDE,0,0,1.0,6,2017,DE,Stanford,75,273.0,4.69,30.0,35.0,126.0,6.95,4.28
2721,2019,Solomon Thomas,SFO,24,DE,0,0,2.0,6,2017,DE,Stanford,75,273.0,4.69,30.0,35.0,126.0,6.95,4.28
2722,2020,Solomon Thomas,SFO,25,DE,0,0,0.0,0,2017,DE,Stanford,75,273.0,4.69,30.0,35.0,126.0,6.95,4.28
2723,2021,Solomon Thomas,LVR,26,DE,0,2,3.5,12,2017,DE,Stanford,75,273.0,4.69,30.0,35.0,126.0,6.95,4.28
2724,2022,Solomon Thomas,NYJ,27,DE,0,0,0.5,4,2017,DE,Stanford,75,273.0,4.69,30.0,35.0,126.0,6.95,4.28
2725,2017,Xavier Woods,DAL,22,DB,1,3,0.0,4,2017,S,Louisiana Tech,71,197.0,4.54,19.0,33.5,122.0,6.72,4.13
2726,2018,Xavier Woods,DAL,23,FS,2,9,0.0,0,2017,S,Louisiana Tech,71,197.0,4.54,19.0,33.5,122.0,6.72,4.13
2727,2019,Xavier Woods,DAL,24,FS,2,5,0.0,0,2017,S,Louisiana Tech,71,197.0,4.54,19.0,33.5,122.0,6.72,4.13
2728,2020,Xavier Woods,DAL,25,FS,0,1,0.0,1,2017,S,Louisiana Tech,71,197.0,4.54,19.0,33.5,122.0,6.72,4.13
2729,2021,Xavier Woods,MIN,26,FS,3,10,1.0,1,2017,S,Louisiana Tech,71,197.0,4.54,19.0,33.5,122.0,6.72,4.13
2730,2022,Xavier Woods,CAR,27,S,0,6,0.0,1,2017,S,Louisiana Tech,71,197.0,4.54,19.0,33.5,122.0,6.72,4.13
2731,2017,Matt Milano,BUF,23,RLB,1,2,0.0,6,2017,OLB,Boston Col.,72,223.0,4.67,24.0,35.0,126.0,7.0,4.0
2732,2018,Matt Milano,BUF,24,RLB,3,7,1.0,3,2017,OLB,Boston Col.,72,223.0,4.67,24.0,35.0,126.0,7.0,4.0
2733,2019,Matt Milano,BUF,25,LLB,0,9,1.5,7,2017,OLB,Boston Col.,72,223.0,4.67,24.0,35.0,126.0,7.0,4.0
2734,2020,Matt Milano,BUF,26,LLB,1,3,3.5,9,2017,OLB,Boston Col.,72,223.0,4.67,24.0,35.0,126.0,7.0,4.0
2735,2021,Matt Milano,BUF,27,LLB,0,5,3.0,6,2017,OLB,Boston Col.,72,223.0,4.67,24.0,35.0,126.0,7.0,4.0
2736,2022,Matt Milano,BUF,28,LB,3,11,1.5,7,2017,OLB,Boston Col.,72,223.0,4.67,24.0,35.0,126.0,7.0,4.0
2737,2017,Reggie Ragland,KAN,24,LILB,0,0,0.0,0,2016,ILB,Alabama,73,247.0,4.72,20.0,31.5,116.0,7.0,4.28
2738,2018,Reggie Ragland,KAN,25,RILB,1,1,0.5,1,2016,ILB,Alabama,73,247.0,4.72,20.0,31.5,116.0,7.0,4.28
2739,2019,Reggie Ragland,KAN,26,RLB,0,0,2.0,3,2016,ILB,Alabama,73,247.0,4.72,20.0,31.5,116.0,7.0,4.28
2740,2020,Reggie Ragland,DET,27,MLB,0,1,1.0,3,2016,ILB,Alabama,73,247.0,4.72,20.0,31.5,116.0,7.0,4.28
2741,2021,Reggie Ragland,NYG,28,LOLB,0,2,0.0,1,2016,ILB,Alabama,73,247.0,4.72,20.0,31.5,116.0,7.0,4.28
2742,2022,Reggie Ragland,CLE,29,LB,0,0,0.0,0,2016,ILB,Alabama,73,247.0,4.72,20.0,31.5,116.0,7.0,4.28
2743,2017,Marlon Humphrey,BAL,21,DB,2,11,0.0,0,2017,CB,Alabama,72,197.0,4.41,10.0,,125.0,6.75,4.0
2744,2018,Marlon Humphrey,BAL,22,RCB,2,15,0.0,0,2017,CB,Alabama,72,197.0,4.41,10.0,,125.0,6.75,4.0
2745,2019,Marlon Humphrey,BAL,23,LCB,3,14,0.0,1,2017,CB,Alabama,72,197.0,4.41,10.0,,125.0,6.75,4.0
2746,2020,Marlon Humphrey,BAL,24,LCB,1,11,2.5,4,2017,CB,Alabama,72,197.0,4.41,10.0,,125.0,6.75,4.0
2747,2021,Marlon Humphrey,BAL,25,RCB,1,13,0.0,1,2017,CB,Alabama,72,197.0,4.41,10.0,,125.0,6.75,4.0
2748,2022,Marlon Humphrey,BAL,26,CB,3,7,3.0,4,2017,CB,Alabama,72,197.0,4.41,10.0,,125.0,6.75,4.0
2749,2017,Dalvin Tomlinson,NYG,23,RDT,0,1,1.0,1,2017,DT,Alabama,75,310.0,5.19,20.0,27.0,110.0,7.68,4.59
2750,2018,Dalvin Tomlinson,NYG,24,RDE/NT,0,0,0.0,0,2017,DT,Alabama,75,310.0,5.19,20.0,27.0,110.0,7.68,4.59
2751,2019,Dalvin Tomlinson,NYG,25,NT,0,0,3.5,9,2017,DT,Alabama,75,310.0,5.19,20.0,27.0,110.0,7.68,4.59
2752,2020,Dalvin Tomlinson,NYG,26,NT,0,4,3.5,10,2017,DT,Alabama,75,310.0,5.19,20.0,27.0,110.0,7.68,4.59
2753,2021,Dalvin Tomlinson,MIN,27,RDT,0,2,2.5,7,2017,DT,Alabama,75,310.0,5.19,20.0,27.0,110.0,7.68,4.59
2754,2022,Dalvin Tomlinson,MIN,28,DL,0,0,2.5,10,2017,DT,Alabama,75,310.0,5.19,20.0,27.0,110.0,7.68,4.59
2755,2017,Ahkello Witherspoon,SFO,22,LCB,2,7,0.0,0,2017,CB,Colorado,75,198.0,4.45,20.0,40.5,127.0,6.93,4.13
2756,2018,Ahkello Witherspoon,SFO,23,RCB,0,4,0.0,0,2017,CB,Colorado,75,198.0,4.45,20.0,40.5,127.0,6.93,4.13
2757,2019,Ahkello Witherspoon,SFO,24,RCB,1,9,0.0,0,2017,CB,Colorado,75,198.0,4.45,20.0,40.5,127.0,6.93,4.13
