season,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits
2022,Raekwon McMillan,NWE,27,LB,0,0,1,1
2022,Jalen Mills,NWE,28,CB,2,5,0,1
2022,Anthony Nelson,TAM,25,OLB,0,0,5.5,6
2022,Shy Tuttle,NOR,27,DT,0,5,2,3
2022,Sam Webb,LVR,24,CB,0,3,0,0
2022,Leonard Williams,NYG,28,DL,0,0,2.5,12
2022,Frank Clark,KAN,29,DE,0,1,5,13
2022,Dee Delaney,TAM,27,DB,0,0,0,0
2022,Carlos Dunlap,KAN,33,DE,0,8,4,12
2022,Davon Godchaux,NWE,28,DT,0,0,1.5,3
2022,Deion Jones,CLE,28,MLB,1,3,2.5,3
2022,Jack Jones,NWE,25,DB,2,6,0,0
2022,Larry Ogunjobi,PIT,28,DT,0,0,1.5,11
2022,Isaiah Oliver,ATL,26,CB,1,7,1,2
2022,David Onyemata,NOR,30,DT,0,1,5,11
2022,Sheldon Rankins,NYJ,28,DT,0,0,3,7
