season,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits
2017,Zaire Anderson,DEN,25,LB,0,0,0,0
2017,Derek Barnett,PHI,21,DE,0,0,5,16
2017,Jonathan Bullard,CHI,24,DE,0,2,1,2
2017,Tyrone Crawford,DAL,28,RDE,0,2,4,12
2017,Dante Fowler,JAX,23,DE,0,0,8,10
2017,Najee Goode,PHI,28,LB,0,0,0,0
2017,Joe Haden,PIT,28,LCB,1,7,1,5
2017,Marquel Lee,OAK,22,MLB,0,0,0,0
2017,Dean Lowry,GNB,23,LDE,0,2,2,5
2017,Kareem Martin,ARI,25,ROLB,1,3,1,3
2017,Tyler Matakevich,PIT,25,LB,0,1,0,0
2017,Chris McCain,LAC,26,LB,0,0,5,5
2017,Clinton McDonald,TAM,30,DT,0,1,5,10
2017,Montae Nicholson,WAS,22,SS,1,2,0,0
2017,Emmanuel Ogbah,CLE,24,RDE,0,6,4,5
2017,David Onyemata,NOR,25,DT,0,1,2,5
2017,Corey Peters,ARI,29,NT,0,1,1,4
2017,Kevon Seymour,CAR,24,DB,0,4,0,1
2017,Cedric Thornton,BUF,29,DT,0,0,2,4
2017,Brandon Williams,BAL,28,LDE,0,2,0,2
2017,Marcus Williams,2TM,26,DB,1,4,0,0
2017,Derek Wolfe,DEN,27,LDE,0,0,2,6
2017,Jay Bromley,NYG,25,DT,0,1,1,6
2017,Rafael Bush,NOR,30,DB,0,1,1,1
2017,Adrian Clayborn,ATL,29,DE,0,0,9.5,17
2017,Marcus Cooper,CHI,27,DB,0,3,0,0
2017,Ryan Davis,BUF,28,LB,0,0,3,8
2017,Leger Douzable,SFO,31,LDE,0,0,2,3
2017,Brandon Dunn,HOU,25,NT,0,0,0,2
2017,Joel Heath,HOU,24,RDE,0,0,1,1
2017,Tom Johnson,MIN,33,LDT,0,0,2,10
2017,Shaq Lawson,BUF,23,LDE,0,2,4,5
2017,Terrell McClain,WAS,29,DT,0,0,2,3
2017,Larry Ogunjobi,CLE,23,DT,0,0,1,3
2017,Chris Smith,CIN,25,DE,0,2,3,9
2017,Jordan Willis,CIN,22,LB,0,0,1,2
2017,David Bass,2TM,27,DE,0,0,3.5,6
2017,Dylan Cole,HOU,23,LB,2,3,1,2
2017,Vontae Davis,IND,29,RCB,0,2,0,0
2017,Kurtis Drummond,HOU,25,DB,0,0,1,1
2017,Terence Garvin,SEA,26,LB,0,1,1,3
2017,William Gay,PIT,32,DB,1,3,0,0
2017,Duron Harmon,NWE,26,DB,4,7,0,4
2017,Anthony Harris,MIN,26,DB,0,1,0,0
2017,Troy Hill,LAR,26,DB,0,4,0,0
2017,Malik Hooker,IND,21,FS,3,4,0,0
2017,Timmy Jernigan,PHI,25,LDT,0,0,2.5,8
2017,Mike Jordan,CLE,25,DB,0,3,0,0
2017,Matt Longacre,LAR,26,DE,0,0,5.5,12
2017,Brandon Mebane,LAC,32,LDT,0,0,0,2
2017,Kevin Minter,CIN,27,MLB,0,0,0,0
2017,Derrick Morgan,TEN,28,LOLB,0,2,7.5,14
2017,Darius Philon,LAC,23,DT,0,1,4.5,9
2017,Sheldon Rankins,NOR,23,LDT,1,1,2,9
2017,Derrick Shelby,ATL,28,RDE,0,0,1,1
2017,Michael Thomas,MIA,27,DB,0,1,0,0
2017,Jaylen Watkins,PHI,26,DB,0,0,0,0
2017,Xavier Williams,ARI,25,DT,0,0,0.5,1
2017,Deatrich Wise Jr.,NWE,23,DE,0,1,5,19
2017,Henry Anderson,IND,26,LDE,0,0,2,7
2017,Taco Charlton,DAL,23,DE,0,1,3,7
2017,Fletcher Cox,PHI,27,RDT,0,2,5.5,17
2017,Cody Davis,LAR,28,DB,1,4,0,1
2017,Brandon Dixon,NYG,27,DB,0,4,0,0
2017,Leon Hall,SFO,33,DB,0,1,0,1
2017,Charles Harris,MIA,22,DE,0,2,2,12
2017,David Harris,NWE,33,RLB,0,1,1.5,2
2017,De'Vante Harris,NOR,24,DB,0,2,0,0
2017,Kemal Ishmael,ATL,26,DB,0,1,1,1
2017,Austin Johnson,TEN,23,NT,0,1,1,1
2017,Corey Liuget,LAC,27,RDT,0,2,1.5,4
2017,Josh Mauro,ARI,26,LDE,0,1,1,4
2017,Takkarist McKinley,ATL,22,DE,0,1,6,10
2017,Duke Riley,ATL,23,LB,0,0,0,0
2017,Brian Robison,MIN,34,DE,0,2,4,9
2017,Da'Norris Searcy,TEN,29,SS,1,2,0,1
2017,Tye Smith,TEN,24,DB,1,1,0,0
2017,Za'Darius Smith,BAL,25,DE,0,1,3.5,16
2017,Julian Stanford,NYJ,27,LB,0,0,0,0
2017,Tyrunn Walker,LAR,27,DE,0,4,1,1
2017,Cornelius Washington,DET,28,LB,0,3,2.5,11
2017,Nate Allen,MIA,30,FS,0,1,0,0
2017,David Amerson,OAK,26,LCB,0,4,0,0
2017,Chidobe Awuzie,DAL,22,DB,1,7,0,0
2017,Ibraheim Campbell,2TM,25,DB,0,1,0,0
2017,Tank Carradine,SFO,27,DE,0,0,1.5,0
2017,Derrick Coleman,ATL,27,FB,0,0,0,0
2017,James Cowser,OAK,27,DE,0,0,0,0
2017,Michael Davis,LAC,22,DB,0,1,0,0
2017,Nick Dzubnar,LAC,26,LB,0,0,0,0
2017,Morgan Fox,LAR,23,DL,0,0,2.5,3
2017,Junior Galette,WAS,29,DE,0,2,3,15
2017,Curtis Grant,NYG,25,LB,0,0,0,0
2017,William Hayes,MIA,32,DE,0,0,1,5
2017,Lamarr Houston,2TM,30,DT,0,1,5,9
2017,Colin Jones,CAR,30,FS,1,2,0,0
2017,Damontae Kazee,ATL,24,DB,0,0,0,0
2017,Cre'von LeBlanc,CHI,23,DB,0,3,1,1
2017,Shalom Luani,OAK,23,DB,0,2,0,0
2017,Rey Maualuga,MIA,30,MLB,0,0,0,0
2017,Nate Orchard,CLE,24,DE,0,0,2,6
2017,Eric Rowe,NWE,25,DB,0,2,0,0
2017,Dawuane Smoot,JAX,22,DE,0,0,0,5
2017,Ethan Westbrooks,LAR,27,NT,0,1,4,9
2017,Ramik Wilson,KAN,25,LB,0,0,0,0
2017,Kerry Wynn,NYG,26,DE,0,0,1,0
2017,Mackensie Alexander,MIN,24,DB,1,6,0,1
2017,Maurice Alexander,LAR,26,DB,0,0,0,1
2017,Beau Allen,PHI,26,DT,0,0,1,4
2017,Ahmad Brooks,GNB,33,LB,0,2,1.5,6
2017,Anthony Chickillo,PIT,25,DE,0,1,3,3
2017,William Compton,WAS,28,LB,1,3,0,0
2017,Sheldon Day,2TM,23,DT,0,2,2,4
2017,Robert Golden,PIT,27,DB,1,2,0,0
2017,Evander Hood,WAS,30,NT,0,0,0.5,10
2017,Matthew Ioannidis,WAS,23,RDE,0,0,4.5,17
2017,David Irving,DAL,24,RDT,0,6,7,10
2017,Karl Klug,TEN,29,DT,0,0,1.5,3
2017,Benson Mayowa,DAL,26,DE,0,0,1,5
2017,Rakeem Nunez-Roches,KAN,24,LDE/RDE,0,0,0.5,1
2017,Ryan Russell,TAM,25,DE,0,0,2,5
2017,Damion Square,LAC,28,DE,0,3,0,1
2017,Eddie Vanderdoes,OAK,23,LDT,0,0,0,2
2017,Ryan Anderson,WAS,23,LB,0,0,0,2
2017,Stephone Anthony,MIA,25,LB,0,0,0,1
2017,Richard Ash,DAL,25,NT,0,1,0,2
2017,Devante Bond,TAM,24,LB,0,0,0,1
2017,Alan Branch,NWE,33,LDT,0,0,0,2
2017,Andre Branch,MIA,28,LDE/NT,0,1,4.5,8
2017,Caleb Brantley,CLE,23,DT,0,0,2,2
2017,Chuck Clark,BAL,22,DB,0,2,0,0
2017,Will Clarke,TAM,26,DE,0,1,2.5,5
2017,Carl Davis,BAL,25,RDE,0,1,0.5,1
2017,Quinton Dial,GNB,27,DE,0,1,0,3
2017,Ryan Glasgow,CIN,24,DT,0,0,0,0
2017,Dont'a Hightower,NWE,27,LB,0,0,2,3
2017,Steve Longa,DET,23,LB,0,0,0,0
2017,Kai Nacua,CLE,22,DB,0,0,0,1
2017,Hardy Nickerson,CIN,23,LB,0,1,0,0
2017,Brian Peters,HOU,29,LB,0,0,0,0
2017,Grover Stewart,IND,24,DT,0,0,0,5
2017,Teez Tabor,DET,22,DB,0,0,0,1
2017,John Timu,CHI,25,LB,0,1,0,0
2017,Alterraun Verner,MIA,29,DB,0,4,0,0
2017,Sylvester Williams,TEN,29,NT,0,0,0,0
2017,Tyrell Adams,OAK,25,LB,0,0,0,0
2017,Alex Anzalone,NOR,23,LB,0,1,1,1
2017,Vince Biegel,GNB,24,LB,0,0,0,0
2017,Blair Brown,JAX,23,LB,0,0,0.5,1
2017,Adam Butler,NWE,23,RDT,0,0,2,2
2017,Quintin Demps,CHI,32,DB,0,0,0,0
2017,Kony Ealy,NYJ,26,DE,1,9,1,3
2017,Terrence Fede,MIA,26,DE,0,0,0,1
2017,Dee Ford,KAN,26,ROLB,0,1,2,7
2017,Markus Golden,ARI,26,DE,0,0,0,4
2017,Rodney Gunter,ARI,25,DT,0,0,1,3
2017,DeAngelo Hall,WAS,34,DB,0,2,0,0
2017,Antonio Hamilton,OAK,24,DB,0,0,0,0
2017,Wes Horton,CAR,27,LB,0,0,5.5,8
2017,Anthony Lanier,WAS,24,DE,0,6,5,10
2017,Avery Moss,NYG,23,DE,0,2,0,5
2017,Lenzy Pipkins,GNB,24,DB,0,1,0,0
2017,Sean Spence,2TM,27,LB,0,0,1,2
2017,Vincent Taylor,MIA,23,DT,0,1,0,1
2017,Anthony Walker,IND,22,LB,0,0,0,0
2017,Charles Washington,DET,24,DB,0,0,0,0
2017,J.J. Watt,HOU,28,LDE,0,2,0,5
2017,Jamal Agnew,DET,22,DB,0,0,0,0
2017,Chris Banjo,NOR,27,DB,1,1,0,0
2017,Ronald Blair,SFO,24,DE,0,0,2,2
2017,Terrence Brooks,NYJ,25,DB,2,3,0,3
2017,Maliek Collins,DAL,22,LDT,0,0,2.5,9
2017,Kamalei Correa,BAL,23,LB,0,1,0,1
2017,Christian Covington,HOU,24,DT,0,0,1,2
2017,Trae Elston,2TM,23,DB,1,1,0,5
2017,DeAndre Houston-Carson,CHI,24,DB,0,0,0,0
2017,Rayshawn Jenkins,LAC,23,DB,0,1,0,1
2017,Nazair Jones,SEA,23,DT,1,3,2,4
2017,Dion Jordan,SEA,27,DE,0,0,4,5
2017,Zach Kerr,DEN,27,DT,0,1,0.5,2
2017,Carl Lawson,CIN,22,LB,0,0,8.5,21
2017,Eric Lee,NWE,23,LB,1,2,3.5,5
2017,Donald Payne,JAX,23,LB,0,0,0,0
2017,Jordan Phillips,MIA,25,RDT,0,3,2,6
2017,Shane Ray,DEN,24,LOLB,0,0,1,4
2017,Darrelle Revis,KAN,32,DB,0,2,0,0
2017,Terrance Smith,KAN,24,LB,1,2,0,0
2017,Neiko Thorpe,SEA,27,DB,0,2,0,0
2017,Jarrod Wilson,JAX,23,DB,0,0,0,0
2017,D.J. Alexander,SEA,26,LB,0,0,0,0
2017,Jonathan Anderson,CHI,26,LB,0,0,0,0
2017,Nick Bellore,DET,28,LB,0,0,0,0
2017,Andrew Billings,CIN,22,LDT,0,0,0,1
2017,Tyus Bowser,BAL,22,LB,1,3,3,4
2017,Kentrell Brothers,MIN,24,LB,0,0,0,0
2017,Jairus Byrd,CAR,31,DB,0,0,0,0
2017,Don Carey,DET,30,DB,0,0,0,0
2017,Jamal Carter,DEN,23,DB,0,1,0,0
2017,Donte Deayon,NYG,23,DB,0,1,0,0
2017,Elvis Dumervil,SFO,33,DE,0,0,6.5,18
2017,Justin Durant,DAL,32,LB,0,0,0,0
2017,L.J. Fort,PIT,27,LB,0,4,1,3
2017,Bryce Hager,LAR,25,LB,0,1,0,2
2017,Nigel Harris,3TM,23,LB,0,0,0,0
2017,Josh Harvey-Clemons,WAS,23,DB,0,1,0.5,1
2017,Treyvon Hester,OAK,25,DT,0,0,0,4
2017,Jelani Jenkins,HOU,25,LB,0,0,0,0
2017,Datone Jones,2TM,27,DE,0,1,1,1
2017,Jayron Kearse,MIN,23,DB,0,0,0,0
2017,Emmanuel Lamur,MIN,28,LB,0,1,0,0
2017,Kyle Love,CAR,31,DT,0,0,3.5,8
2017,Brice McCain,TEN,31,DB,0,3,0,0
2017,Whitney Mercilus,HOU,27,LOLB,0,0,1,1
2017,Christopher Milton,IND,25,DB,0,0,0,0
2017,Quinten Rollins,GNB,25,DB,0,2,0,0
2017,KeiVarae Russell,CIN,24,DB,0,0,0,0
2017,Pat Sims,CIN,32,LDT,0,0,0.5,3
2017,Tanzel Smart,LAR,23,DT,0,1,0,1
2017,Marcus Smith,SEA,25,LB,0,1,2.5,5
2017,Shamar Stephen,MIN,26,DT,0,0,1,3
2017,Peyton Thompson,JAX,27,DB,0,0,0,0
2017,Brynden Trawick,TEN,28,DB,0,0,0,0
2017,Leterrius Walton,PIT,25,DT,0,1,2,3
2017,Carlos Watkins,HOU,24,DT,0,1,0,0
2017,J.J. Wilcox,PIT,26,DB,1,1,0,3
2017,Eli Ankou,JAX,23,DT,0,0,1.5,2
2017,Arik Armstead,SFO,24,LDE,0,1,1.5,3
2017,Johnthan Banks,HOU,28,DB,0,0,0,0
2017,Nat Berhe,NYG,26,DB,0,0,1,2
2017,Angelo Blackson,HOU,25,DT,0,1,0,1
2017,Vernon Butler,CAR,23,DT,0,1,0,2
2017,Brian Cushing,HOU,30,LOLB,0,0,1.5,2
2017,C.J. Goodwin,2TM,27,DB,0,0,0,0
2017,D.J. Jones,SFO,22,DT,0,1,0,0
2017,Tanoh Kpassagnon,KAN,23,DE,0,0,2,2
2017,Michael Mauti,NOR,27,LB,0,0,0,0
2017,David Mayo,CAR,24,LB,0,1,0,0
2017,Sherrick McManis,CHI,30,DB,0,0,0,0
2017,Jamie Meder,CLE,26,DT,0,0,0,1
2017,Lafayette Pitts,2TM,25,DB,0,0,0,0
2017,Curtis Riley,TEN,25,DB,1,2,0,0
2017,Roy Robertson-Harris,CHI,24,DE,0,1,2,4
2017,Shamarko Thomas,BUF,26,DB,0,0,0,0
2017,Jermaine Whitehead,GNB,24,DB,0,1,0,0
2017,Kyle Wilber,DAL,28,LB,0,0,0,0
2017,Daren Bates,TEN,27,LB,0,0,0,0
2017,Xavier Cooper,2TM,26,DT,0,1,1.5,6
2017,Jerrell Freeman,CHI,31,LB,0,0,0,0
2017,Trey Hendrickson,NOR,23,LB,0,2,2,5
2017,Branden Jackson,SEA,25,DE,0,1,0.5,2
2017,Ricky Jean-Francois,2TM,31,DT,0,0,0,0
2017,Jarvis Jenkins,KAN,29,DT,0,0,1,3
2017,Deon Lacey,BUF,27,LB,0,0,0,0
2017,Cameron Lynch,2TM,24,LB,0,0,0,0
2017,Lerentee McCray,JAX,27,LB,0,1,1.5,3
2017,Tony McDaniel,2TM,32,DT,0,1,0,0
2017,Fabian Moreau,WAS,23,DB,0,1,0,1
2017,Haloti Ngata,DET,33,RDT,0,1,2,3
2017,Kevin Peterson,LAR,23,DB,2,6,0,0
2017,Trevor Reilly,NWE,29,LB,0,0,0,0
2017,Ahtyba Rubin,2TM,31,NT,0,0,0,1
2017,Keith Smith,DAL,25,FB,0,0,0,0
2017,Destiny Vaeao,PHI,23,DT,0,1,0,0
2017,Danny Vitale,CLE,24,FB,0,0,0,0
2017,DeMarcus Walker,DEN,23,DE,0,0,1,5
2017,Stephen Weatherly,MIN,23,LB,0,0,0,0
2017,Walt Aikens,MIA,26,DB,0,0,0,0
2017,Jeremiah Attaochu,LAC,24,LB,0,0,0,0
2017,Brandon Bell,CIN,22,LB,0,0,0,0
2017,Tramaine Brock,MIN,29,DB,0,1,0,0
2017,Justin Currie,CLE,24,DB,0,0,1,1
2017,Treston Decoud,HOU,24,DB,0,1,0,0
2017,Dannell Ellerbe,PHI,32,LB,0,0,0,0
2017,James Harrison,2TM,39,LB,0,0,3,4
2017,Quinton Jefferson,SEA,24,DT,0,0,1,4
2017,Hau'oli Kikaha,NOR,25,LB,0,1,4,4
2017,Brandon King,NWE,24,DB,0,0,0,0
2017,Jeremiah Ledbetter,DET,23,DE,0,0,0.5,4
2017,Star Lotulelei,CAR,28,LDT,0,1,1.5,5
2017,Keith McGill,OAK,28,DB,0,0,0,0
2017,Obi Melifonwu,OAK,23,DB,0,0,0,0
2017,Arthur Moats,PIT,29,LB,0,0,0,0
2017,Darryl Morris,NYG,27,DB,0,1,0,0
2017,Deiontrez Mount,DEN,24,LB,0,0,0,1
2017,James Onwualu,LAC,23,LB,0,0,0,0
2017,Nate Palmer,TEN,28,LB,0,0,0,0
2017,Marcus Sherels,MIN,30,DB,0,0,0,0
2017,Garrison Smith,SEA,26,DT,0,0,0,3
2017,Joe Thomas,GNB,26,LB,0,1,0.5,1
2017,Joe Walker,PHI,25,LB,0,1,0,0
2017,Dekoda Watson,SFO,29,LB,0,0,0,0
2017,Tarell Basham,IND,23,DE,0,0,2,4
2017,B.J. Bello,CLE,23,LB,0,0,0,1
2017,Freddie Bishop,NYJ,27,DE,0,0,0,1
2017,Nordly Capi,2TM,25,DE,0,0,1,0
2017,Nolan Carroll,DAL,30,DB,0,0,0,0
2017,Marqui Christian,LAR,23,DB,0,0,0,0
2017,Gareon Conley,OAK,22,DB,0,1,0,0
2017,Nate Ebner,NWE,29,DB,0,0,0,0
2017,Ukeme Eligwe,KAN,23,LB,0,0,1,2
2017,Javien Elliott,TAM,24,DB,0,0,0,0
2017,Rudy Ford,ARI,23,DB,0,0,0,0
2017,A.J. Francis,WAS,27,DT,0,0,0,1
2017,Jonathan Freeny,3TM,28,DE,0,0,0,0
2017,Clayton Geathers,IND,25,DB,0,0,0,0
2017,Isaiah Irving,CHI,23,LB,0,0,0,0
2017,John Jenkins,CHI,28,DT,0,0,0,0
2017,George Johnson,2TM,30,DE,0,1,2.5,5
2017,Ufomba Kamalu,HOU,25,DE,0,0,2,3
2017,Aaron Lynch,SFO,24,DE,0,0,1,5
2017,Chris Maragos,PHI,30,DB,0,0,0,0
2017,Dexter McCoil,2TM,26,DB,0,0,0,0
2017,Sterling Moore,NOR,27,DB,0,2,0,0
2017,Brian Price,DAL,23,DT,0,1,0,1
2017,Chris Prosinski,CHI,30,DB,0,0,0,0
2017,LaRoy Reynolds,ATL,27,LB,0,0,0,0
2017,Hassan Ridgeway,IND,23,DT,0,0,3,5
2017,Marcus Rios,DEN,23,DB,0,1,0,0
2017,Derron Smith,2TM,25,DB,0,0,0,0
2017,Noah Spence,TAM,23,LB,0,0,1,1
2017,Robert Thomas,NYG,26,DT,0,0,0,0
2017,Courtney Upshaw,ATL,28,LB,0,0,1,3
2017,Jeremiah Valoaga,DET,23,DE,0,0,1,5
2017,Tim Williams,BAL,24,DE,0,0,0,2
2017,Eric Wilson,MIN,23,LB,0,0,0,0
2017,Xavier Woodson-Luster,OAK,22,LB,0,0,0,0
2017,Chris Wormley,BAL,24,DE,0,0,0,1
2017,Scooby Wright III,ARI,23,LB,0,0,0,0
2017,Eric Berry,KAN,29,DB,0,0,0,0
2017,Deon Bush,CHI,24,DB,0,0,0,0
2017,Shilique Calhoun,OAK,25,DE,0,0,0,3
2017,Chris Carter,WAS,28,LB,0,0,0,0
2017,Bryan Cox Jr.,CAR,23,DE,0,0,0,3
2017,Demetrious Cox,CAR,23,DB,0,0,0,0
2017,Kevin Dodd,TEN,25,DE,0,0,0,1
2017,Dylan Donahue,NYJ,25,DT,0,0,0,1
2017,Andrew Gachkar,CAR,29,LB,0,0,0,0
2017,Nicholas Grigsby,NWE,25,LB,0,0,0,0
2017,Erik Harris,OAK,27,DB,0,0,0,0
2017,Dominique Hatfield,LAR,23,DB,0,0,0,0
2017,John Hughes,NOR,29,DT,0,0,0,1
2017,Ben Jacobs,CAR,29,LB,0,0,0,0
2017,Charles Johnson,CAR,31,LDE,0,1,0,2
2017,Isaiah Johnson,TAM,25,DB,0,0,0,0
2017,Steven Johnson,2TM,29,LB,0,0,0,0
2017,Joseph Jones,DEN,23,LB,0,0,0,0
2017,Jordan Lucas,MIA,24,DB,0,0,0,0
2017,Cameron Malveaux,MIA,23,DE,0,0,1,1
2017,Dexter McDougle,2TM,26,DB,0,0,0,0
2017,Tony McRae,2TM,24,DB,0,0,0,0
2017,Harlan Miller,ARI,23,DB,0,0,0,0
2017,Robert Nelson,NYJ,27,DB,0,0,0,0
2017,Robert Nkemdiche,ARI,23,DT,0,0,0,2
2017,Jared Norris,CAR,24,LB,0,0,0,0
2017,Kyle Peko,DEN,24,DT,0,0,0,0
2017,Tyvis Powell,SFO,23,DB,0,0,0,0
2017,Keith Reaser,2TM,26,DB,0,2,1,0
2017,Josh Robinson,TAM,26,DB,0,0,0,0
2017,Isaac Rochell,LAC,22,DT,0,0,1,1
2017,Daniel Ross,DAL,24,DT,0,0,1,2
2017,Shane Smith,NYG,24,FB,0,0,0,0
2017,Cameron Sutton,PIT,22,DB,0,1,0,0
2017,Dymonte Thomas,DEN,24,DB,0,0,0,0
2017,Carlos Thompson,LAR,25,DE,0,0,0,0
2017,Willie Young,CHI,32,DE,0,0,2,4
2017,Jonathan Allen,WAS,22,LDE,0,0,1,6
2017,Colt Anderson,BUF,32,DB,0,0,0,0
2017,Deandre Coleman,BUF,26,DE,0,0,0,0
2017,Jack Crawford,ATL,29,DE,0,0,0,3
2017,Dwight Freeney,2TM,37,DE,0,1,3,4
2017,Nathan Gerry,PHI,22,DB,0,1,0,0
2017,Jermaine Grace,2TM,24,LB,0,0,0,0
2017,Lano Hill,SEA,22,DB,0,0,0,0
2017,Gerald Hodges,NOR,26,LB,0,0,0,0
2017,Brendan Langley,DEN,23,DB,0,0,0,0
2017,Darius Latham,OAK,23,DT,0,0,0,1
2017,Elijah Lee,SFO,21,LB,0,0,0,0
2017,LaTroy Lewis,HOU,24,LB,0,0,1,1
2017,Leon McQuay,KAN,23,DB,0,1,0,0
2017,Steven Means,PHI,27,DE,0,0,1,2
2017,Damontre Moore,DAL,25,DE,0,0,0,1
2017,Lewis Neal,DAL,22,DE,0,0,0,2
2017,Chris Odom,GNB,23,DE,0,0,0,0
2017,Stephen Paea,DAL,29,DT,0,0,0,0
2017,Elijah Qualls,PHI,22,DT,0,0,0,1
2017,Patrick Ricard,BAL,23,DT/FB,0,0,0,0
2017,Sealver Siliga,TAM,27,DT,0,0,0,0
2017,Steven Terrell,KAN,27,DB,1,3,0,1
2017,Khyri Thornton,DET,28,DT,0,0,0,1
2017,Brent Urban,BAL,26,DE,0,1,0,0
2017,Tanner Vallejo,BUF,23,LB,0,0,0,0
2017,D.J. White,IND,24,DB,0,0,0,2
2017,Blidi Wreh-Wilson,ATL,28,DB,0,1,0,0
2017,Cliff Avril,SEA,31,DE,0,0,1,2
2017,Akeem Ayers,NYG,28,LB,0,0,0,0
2017,Bene Benwikere,DAL,26,DB,0,1,0,0
2017,Robert Blanton,BUF,28,DB,0,0,0,0
2017,Tommy Bohanon,JAX,27,FB,0,0,0,0
2017,Bruce Carter,NYJ,29,LB,0,0,0,0
2017,Paul Dawson,SEA,24,LB,0,0,0,0
2017,Antone Exum,SFO,26,DB,0,0,0,0
2017,Jerrol Garcia-Williams,DEN,24,LB,0,0,0,0
2017,Reggie Gilbert,GNB,24,DE,0,0,1,3
2017,Geneo Grissom,NWE,25,LB,0,0,0,0
2017,Jaylen Hill,BAL,23,DB,0,1,0,0
2017,Joshua Holsey,WAS,23,DB,0,0,0,0
2017,Lorenzo Jerome,SFO,23,DB,0,0,0,1
2017,Howard Jones,CHI,27,LB,0,0,1,1
2017,Sidney Jones,PHI,21,DB,0,0,0,0
2017,Kyle Juszczyk*,SFO,26,FB,0,0,0,0
2017,Bronson Kaufusi,BAL,26,LB,0,0,0,0
2017,Josh Keyes,2TM,24,LB,0,0,0,0
2017,David King,TEN,28,DE,0,0,1,1
2017,Justin March,3TM,24,LB,0,0,0,0
2017,Gabe Martin,ARI,25,LB,0,0,0,0
2017,Joey Mbu,IND,24,DT,0,0,0,0
2017,Stefan McClure,WAS,24,DB,0,0,0,0
2017,Roy Miller,KAN,30,DT,0,1,0,0
2017,Sharrod Neasman,ATL,26,DB,0,0,0,0
2017,Corey Nelson,DEN,25,LB,0,0,0,0
2017,Mark Nzeocha,SFO,27,LB,0,0,0,0
2017,Tyler Patmon,JAX,26,DB,0,0,0,0
2017,Otha Peters,WAS,23,LB,0,0,0,0
2017,Christian Ringo,DET,25,DE,0,0,0,2
2017,Pete Robertson,WAS,25,LB,0,0,0,1
2017,DeShawn Shead,SEA,28,DB,0,0,0,0
2017,Deontae Skinner,NYG,27,LB,0,0,0,0
2017,Darryl Tapp,TAM,33,DE,0,0,1,1
2017,Charles Tapper,DAL,24,DE,0,0,1,1
2017,Tedric Thompson,SEA,22,DB,0,0,0,0
2017,Montravius Adams,GNB,22,DT,0,0,0,4
2017,Dominique Alexander,CLE,22,LB,0,0,0,0
2017,Brandon Banks,WAS,23,DT,0,0,0,0
2017,Michael Bennett,JAX,24,DT,0,1,0,0
2017,Adam Bighill,NOR,29,LB,0,0,0,0
2017,Tashawn Bower,MIN,22,DE,0,0,1,1
2017,Riley Bullough,TAM,24,LB,0,0,0,0
2017,Marcus Burley,HOU,27,DB,0,0,0,0
2017,Chunky Clements,HOU,23,DT,0,0,0.5,1
2017,James Develin*,NWE,29,FB,0,0,0,0
2017,Patrick DiMarco,BUF,28,FB,0,0,0,0
2017,Ben Garland,ATL,29,DT,0,0,0,0
2017,Tamba Hali,KAN,34,DE,0,0,0,1
2017,Justin Hamilton,2TM,24,DT,0,0,0.5,1
2017,Rickey Hatley,BUF,23,NT,0,0,0,0
2017,Neville Hewitt,MIA,24,LB,0,0,0,0
2017,Tyrone Holmes,CLE,24,DE,0,0,0,0
2017,Asa Jackson,SFO,28,DB,0,0,0,0
2017,Stanley Jean-Baptiste,BAL,27,DB,0,0,0,0
2017,Isaiah Johnson,LAR,25,DB,0,0,0,0
2017,Deon King,CLE,24,LB,0,0,0,0
2017,Harvey Langi,NWE,25,DE,0,0,0,0
2017,Greg Mabin,2TM,23,DB,0,1,0,0
2017,Arthur Maulet,NOR,24,DB,0,0,0,0
2017,Demetrius McCray,OAK,26,DB,0,0,0,0
2017,Daniel McCullers,PIT,25,DT,0,0,0,1
2017,Dewey McDonald,SEA,27,DB,0,0,0,0
2017,T.Y. McGill,CLE,25,DT,0,0,0,1
2017,Torry McTyer,MIA,22,DB,0,0,0,0
2017,Brian Mihalik,DET,25,DE,0,0,0,0
2017,Ryan Murphy,NYG,25,DB,0,0,0,0
2017,Romeo Okwara,NYG,22,DE,0,0,0,2
2017,Jamize Olawale,OAK,28,FB,0,0,0,0
2017,Claude Pelon,NYJ,25,DT,0,0,0,0
2017,Gimel President,HOU,24,LB,0,0,0,0
2017,Calvin Pryor,JAX,25,DB,0,0,0,0
2017,Edmond Robinson,NYJ,25,LB,0,0,0,0
2017,C.J. Smith,CLE,24,DB,0,0,0,0
2017,Jacquies Smith,2TM,27,LB,0,0,0,2
2017,Maurice Smith,MIA,22,DB,0,1,0,0
2017,Nathan Stupar,NOR,29,LB,0,0,0,0
2017,Cam Thomas,KAN,31,DT,0,1,0,0
2017,Lawrence Thomas,NYJ,24,DE,0,0,0,0
2017,Joe Vellano,ATL,29,DT,0,0,0,0
2017,Jason Verrett,LAC,26,DB,0,0,0,0
2017,Aaron Wallace,TEN,24,LB,0,0,0,0
2017,Jihad Ward,OAK,23,DE,0,0,1,1
2017,Sean Weatherspoon,ATL,30,LB,0,0,0,0
2017,Jordan Williams,NYG,24,DE,0,0,0,0
2017,Jerel Worthy,BUF,27,DT,0,0,0,1
2017,Gabe Wright,MIA,25,DT,0,1,0,0
2017,Brian Allen,PIT,24,DB,0,0,0,0
2017,Alex Armah,CAR,23,FB,0,0,0,0
2017,Alex Barrett,DET,23,DE,0,0,0,0
